latitude,longitude,CoastType,CVI,Name_closest,Notes_closest,Info_closest,Wave_NC,Wave_Atlantic,Current
53.0,-4.25,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
52.5,-4.0,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.0,1.0,Sand beach fronting upland (> 1 Km long),Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.04,17.1905
59.0,-3.0,"Beach that is part of extensive non-cohesive sedimentary systems (barrier, spit, tombolo)",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.25,-7.0,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
52.75,-4.0,"Beach that is part of extensive non-cohesive sedimentary systems (barrier, spit, tombolo)",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
51.75,-5.0,Harbor area,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,115.7,54.0661
51.75,-4.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,26.48,51.7998
51.75,-4.5,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,13.84,33.5095
56.75,-5.75,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,14.55,21.5014
60.75,-0.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,19.26,636.5575
53.0,0.75,Coastal embankment with construction,Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.07,18.058
51.25,0.75,"Muddy coastline, including tidal flat, salt marsh",Higher,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.69,9.3495
50.0,-5.75,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
60.75,-1.25,Estuary,,,,,1,15.67,720.5797
60.5,-1.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,28.92,759.596
54.5,-1.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,6.55,47.429
50.75,-1.25,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,593.89,8.5601
50.75,-0.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,3.03,14.1414
51.0,-4.25,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.16,26.0756
50.5,-3.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.01,16.1519
53.25,-4.25,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,1.77,3.163
53.75,-0.5,Harbor area,Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,3.28,68.1636
55.0,-3.0,Estuary,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.0,-5.0,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,204.47,0.245
55.75,-6.25,Estuary,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
54.75,-5.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
59.25,-3.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
59.0,-3.25,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
59.0,-2.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-3.75,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.5,-5.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.25,-5.5,Pocket beaches (< 200 m long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
52.0,1.5,Gravel beach fronting upland (> 1 km long),Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.63,10.8705
51.5,-3.75,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.72,17.7514
54.25,-2.75,Sand beach fronting upland (> 1 Km long),,,,,0,-3.402823e+38,-3.402823e+38
53.0,0.5,Sand beach fronting upland (> 1 Km long),Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.14,19.1535
50.25,-3.75,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.0,5.7352
51.5,0.5,Estuary,Higher,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.4,12.0032
50.5,-5.0,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
50.25,-5.25,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
51.0,0.75,Gravel beach fronting upland (> 1 km long),Higher,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.76,10.1424
50.75,-0.25,Heterogeneous beach,Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.6,8.2099
50.75,0.0,Gravel beach fronting upland (> 1 km long),Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,1.24,9.3112
50.75,0.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.19,6.5835
50.75,0.5,Gravel beach fronting upland (> 1 km long),Higher,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.88,7.5707
55.75,-5.0,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,40.74,15.4928
58.75,-3.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.25,-5.5,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.0,82.7928
57.0,-5.5,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.0,31.705
57.0,-6.5,Heterogeneous beach,,,,,0,-3.402823e+38,-3.402823e+38
54.25,-5.75,"Beach that is part of extensive non-cohesive sedimentary systems (barrier, spit, tombolo)",Intermediate,"McLaughlin, S., McKenna, J. and Cooper, J., 2002. Socio-economic data in coastal vulnerability indices: constraints and opportunities. Journal of Coastal Research. Special Issue, pp. 487-497.","Coastal vulnerability is calculated using the Coastal Sensitivity Index (CSI), which is based on 6 parameters: Geomorphology, coastal slope, sea-level rise, shoreline changes, mean tidal range and significant wave height",,0,-3.402823e+38,-3.402823e+38
57.0,-6.25,Gravel beach fronting upland (> 1 km long),,,,,0,-3.402823e+38,-3.402823e+38
53.5,0.0,Sand beach fronting upland (> 1 Km long),Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,3.12,64.3542
53.0,0.25,Heterogeneous beach,Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.19,22.7726
52.75,1.75,Gravel beach fronting upland (> 1 km long),Higher,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.26,12.9574
52.75,1.5,Sand beach fronting upland (> 1 Km long),Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.24,11.6035
52.75,0.5,"Muddy coastline, including tidal flat, salt marsh",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.01,12.6102
51.75,-4.25,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,273.94,121.6349
50.25,-3.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,0.0,5.5538
50.5,-3.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,0.09,17.0979
50.75,-1.5,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,16.67,34.0824
50.0,-5.5,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
50.0,-5.25,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.0,-6.0,Small beaches,,,,,0,-3.402823e+38,-3.402823e+38
56.0,-5.75,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.0,-3.0,Artificial beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.0,-3.25,Coastal embankment with construction,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-3.0,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-3.25,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
51.5,-4.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,5.64,28.4151
55.75,-2.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.25,-1.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,46.29,241.4697
55.5,-1.5,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.5,-1.75,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
59.25,-2.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
59.25,-3.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.5,-5.0,Gravel beach fronting upland (> 1 km long),,,,,1,4.73,30.5605
51.5,-3.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,30.59,123.1974
52.75,-4.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
51.75,-2.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,3,10.3,151.9811
51.75,-2.5,"Muddy coastline, including tidal flat, salt marsh",,,,,3,21.06,23.2056
54.25,-0.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.35,37.2631
54.75,-4.0,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
54.75,-3.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.0,-3.75,Sand beach fronting upland (> 1 Km long),,,,,0,-3.402823e+38,-3.402823e+38
56.75,-5.25,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.01,18.9155
55.5,-5.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.75,-5.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.09,142.0712
56.0,-5.5,"Beach that is part of extensive non-cohesive sedimentary systems (barrier, spit, tombolo)",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,0.01,120.3644
56.0,-5.0,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,1384.7,-3.402823e+38
56.25,-5.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,0.41,149.1078
50.5,-1.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,1887.19,0.2309
