latitude,longitude,CoastType,CVI,Name_closest,Notes_closest,Info_closest,Wave_NC,Wave_Atlantic,Current
57.5,-6.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.5,-5.0,Heterogeneous beach,,,,,1,0.0,18.6327
55.75,-5.75,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.01,238.9965
55.5,-5.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,1.69,376.191
57.0,-6.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
56.75,-6.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
51.75,-5.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,1,36.82,28.5662
53.25,-4.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
51.25,-3.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,7.5,100.2775
51.5,-3.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.24,17.8344
51.25,-3.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,18.26,67.4141
50.75,-4.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.0,6.6207
50.5,-4.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,0.0,6.1023
50.25,-5.5,Sand beach fronting upland (> 1 Km long),,,,,0,-3.402823e+38,-3.402823e+38
54.25,-5.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
55.25,-6.75,Sand beach fronting upland (> 1 Km long),Higher,"McLaughlin, S., McKenna, J. and Cooper, J., 2002. Socio-economic data in coastal vulnerability indices: constraints and opportunities. Journal of Coastal Research. Special Issue, pp. 487-497.","Coastal vulnerability is calculated using the Coastal Sensitivity Index (CSI), which is based on 6 parameters: Geomorphology, coastal slope, sea-level rise, shoreline changes, mean tidal range and significant wave height",,1,175.55,715.6184
53.75,-0.75,"Muddy coastline, including tidal flat, salt marsh",,,,,1,5.31,69.2861
56.25,-6.0,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.5,-6.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.5,-6.0,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.5,-7.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
55.5,-6.25,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.09,222.9755
56.0,-4.5,Estuary,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.25,-5.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,0.6,3.3343
53.25,0.25,Sand beach fronting upland (> 1 Km long),Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.54,27.8483
53.0,-4.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,0,-3.402823e+38,-3.402823e+38
52.0,-5.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,23.61,59.5019
52.0,-5.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,9.56,40.1166
52.25,-4.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,34.16,44.919
51.5,-2.5,"Muddy coastline, including tidal flat, salt marsh",,,,,3,275.26,237.1952
51.5,1.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Higher,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,1.98,9.7775
50.25,-4.75,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
54.75,-5.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Intermediate,"McLaughlin, S., McKenna, J. and Cooper, J., 2002. Socio-economic data in coastal vulnerability indices: constraints and opportunities. Journal of Coastal Research. Special Issue, pp. 487-497.","Coastal vulnerability is calculated using the Coastal Sensitivity Index (CSI), which is based on 6 parameters: Geomorphology, coastal slope, sea-level rise, shoreline changes, mean tidal range and significant wave height",,3,0.52,1.2812
54.0,-0.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,1.93,33.1133
54.25,-0.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,0.54,38.3153
60.5,-0.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,5.16,621.222
53.5,-3.0,"Muddy coastline, including tidal flat, salt marsh",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.25,-3.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.25,-3.0,"Muddy coastline, including tidal flat, salt marsh",Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.5,-3.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
56.25,-3.0,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.75,-5.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.6,359.4405
58.0,-5.75,Small beaches,,,,,1,105.11,491.6257
57.5,-3.75,"Beach that is part of extensive non-cohesive sedimentary systems (barrier, spit, tombolo)",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,72.14,149.8925
56.75,-5.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.01,11.3475
55.25,-5.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,11.34,3.8807
54.75,-4.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.75,-3.0,Sand beach fronting upland (> 1 Km long),Intermediate,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.25,-3.5,Estuary,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
53.0,-4.0,Coastal embankment with construction,,,,,1,10.12,1.57
52.75,-4.25,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
52.25,-4.0,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,3,56.88,55.6215
52.25,-4.25,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,33.76,46.5416
52.0,-4.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,27.45,76.4847
51.5,-3.25,Harbor area,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,2.96,28.8794
50.75,-3.25,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.93,18.7792
50.5,-2.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.24,8.9811
54.75,-5.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,3,0.0,2.6076
56.75,-2.25,Pocket beaches (< 200 m long),,,,,0,-3.402823e+38,-3.402823e+38
56.25,-2.5,Small beaches,,,,,0,-3.402823e+38,-3.402823e+38
56.0,-4.75,Coastal embankment with construction,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,45.55,4.6964
60.25,-1.75,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,75.39,490.4429
60.25,-2.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,852.12,142.1433
59.0,-2.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
59.0,-5.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,1,0.94,143.5208
59.0,-6.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,1,40.12,70.5361
56.0,-2.5,Beach with rocky platform,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.25,-4.75,Beach with rocky platform,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,12.35,3.2543
55.0,-6.0,Sand beach fronting upland (> 1 Km long),Intermediate,"McLaughlin, S., McKenna, J. and Cooper, J., 2002. Socio-economic data in coastal vulnerability indices: constraints and opportunities. Journal of Coastal Research. Special Issue, pp. 487-497.","Coastal vulnerability is calculated using the Coastal Sensitivity Index (CSI), which is based on 6 parameters: Geomorphology, coastal slope, sea-level rise, shoreline changes, mean tidal range and significant wave height",,1,17.86,1688.7161
55.0,-7.0,"Artificial shoreline (walk, dike, quay) without beach",No data,"McLaughlin, S., McKenna, J. and Cooper, J., 2002. Socio-economic data in coastal vulnerability indices: constraints and opportunities. Journal of Coastal Research. Special Issue, pp. 487-497.","Coastal vulnerability is calculated using the Coastal Sensitivity Index (CSI), which is based on 6 parameters: Geomorphology, coastal slope, sea-level rise, shoreline changes, mean tidal range and significant wave height",,1,108.44,121.048
58.0,-6.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
57.75,-7.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
57.25,-6.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
56.75,-5.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,3.13,13.1778
55.5,-4.75,Sand beach fronting upland (> 1 Km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,28.94,24.535
55.0,-4.5,"Muddy coastline, including tidal flat, salt marsh",,,,,0,-3.402823e+38,-3.402823e+38
56.25,-5.0,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.0,94.8958
54.5,-5.5,"Beach that is part of extensive non-cohesive sedimentary systems (barrier, spit, tombolo)",Higher,"McLaughlin, S., McKenna, J. and Cooper, J., 2002. Socio-economic data in coastal vulnerability indices: constraints and opportunities. Journal of Coastal Research. Special Issue, pp. 487-497.","Coastal vulnerability is calculated using the Coastal Sensitivity Index (CSI), which is based on 6 parameters: Geomorphology, coastal slope, sea-level rise, shoreline changes, mean tidal range and significant wave height",,3,1.66,167.1895
50.75,-3.5,Harbor area,,,,,1,1.4,25.6378
56.75,-6.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
56.5,-6.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
55.75,-6.5,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
57.5,-5.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.63,204.3472
57.75,-2.0,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.25,-5.0,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,1,2.34,232.7242
58.25,-5.5,Beach with rocky platform,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,5.7,307.8541
57.75,-8.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
52.5,-4.25,Sand beach fronting upland (> 1 Km long),,,,,0,-3.402823e+38,-3.402823e+38
58.5,-5.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,4.8,250.8125
57.75,-6.75,Estuary,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.0,-6.75,Small beaches,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.75,-4.75,Gravel beach fronting upland (> 1 km long),Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
55.5,-4.5,Sand beach fronting upland (> 1 Km long),,,,,0,-3.402823e+38,-3.402823e+38
55.25,-5.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
60.25,-0.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,1,88.24,715.7373
55.0,-5.25,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
54.75,-5.25,Heterogeneous beach,,,,,0,-3.402823e+38,-3.402823e+38
59.5,-1.5,"Beach that is part of extensive non-cohesive sedimentary systems (barrier, spit, tombolo)",,,,,0,-3.402823e+38,-3.402823e+38
59.5,-1.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
59.5,-2.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
58.5,-6.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,0,-3.402823e+38,-3.402823e+38
54.5,-3.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,0,-3.402823e+38,-3.402823e+38
56.75,-7.5,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
56.75,-7.75,Sand beach fronting upland (> 1 Km long),,,,,0,-3.402823e+38,-3.402823e+38
52.25,-4.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,0,-3.402823e+38,-3.402823e+38
51.25,-4.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,1.35,13.8258
50.25,-5.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,0,-3.402823e+38,-3.402823e+38
51.0,-1.5,Harbor area,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,3.5,106.0008
58.0,-4.25,Heterogeneous beach,,,,,3,131.24,36.728
57.75,-5.0,Heterogeneous beach,Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,1,0.01,348.303
57.5,-4.5,"Muddy coastline, including tidal flat, salt marsh",Lower,"British Geological Survey, 2022. User Guide: BGS GeoCoast. Verison 1. British Geological Survey: Nottingham, United Kingdom. ","Coastal vulnerability is assessed on the basis of potential future flood risk where the climate change scenario used for the inundation prediction is 2050, 2080 or 2100",,3,129.21,231.7242
56.25,-4.75,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,3,8.35,747.056
53.0,1.5,"Erodible rock and/or cliff, with rock waste and sediments (sand or pebbles) at its base",,,,,1,1.51,17.5504
51.75,-4.0,"Muddy coastline, including tidal flat, salt marsh",,,,,1,17.13,30.3439
55.0,-5.75,"Erosion-resistant rock and/or cliff, without loose eroded material in the fronting sea",,,,,3,0.18,0.3553
54.75,-6.0,"Muddy coastline, including tidal flat, salt marsh",,,,,3,4.82,77.0258
