station,lat,lon,n_blocks,gev_c,gev_loc,gev_scale,ks_stat,ks_pvalue,kuiper,r2_cdf,cluster
178,51.750754,3.811483,234,0.18379530026900776,0.9400057761896141,0.3822073445780214,0.05752017664687595,0.40583827538774975,0.10696486297951405,0.9896603026111261,0
179,51.655118,4.102756,153,0.24746300809748137,1.0043366574301529,0.4147361926753185,0.07166513084740311,0.39320714986142713,0.14295034806206275,0.9837571890950702,0
18,47.542676,-2.895167,133,0.09543382557810726,0.37846197401028003,0.19152536902916473,0.06552055118192734,0.5943670133009735,0.11929522120961733,0.9855965683419895,1
180,51.675798,3.756442,98,0.21073685481827012,0.8831153008081507,0.4006429772347958,0.07455185452141844,0.620213869402106,0.13273821585162004,0.9890621122274361,0
181,51.379296,3.376275,288,0.13804746834473147,0.8754365881441378,0.3602123253233235,0.07020183993337192,0.111526205244728,0.11229337914090942,0.9901780839651282,0
183,51.60088,3.85938,97,0.23469310849432312,0.9043675743818975,0.4218607315860683,0.10858095072407664,0.18858855971869048,0.15638618511660757,0.9818473749660336,0
19,47.873549,-3.907207,154,0.0954722808620034,0.35286299545020283,0.15415234974227537,0.0553930016594244,0.7107294443901748,0.10110496619906614,0.9942031599218533,1
194,51.445556,4.006959,347,0.16417335143077633,1.0227162815498256,0.3845706883307686,0.08175974122303781,0.018232658119837018,0.14577274124013234,0.979432880900994,0
195,51.863131,3.860766,214,0.10035257775976844,0.7982137194156675,0.32854255050627157,0.0562120048563344,0.4908052675528136,0.09258041938676767,0.9929599706768412,0
196,51.835992,4.054941,70,0.5285951870628489,0.44102380652925094,0.1865276632987061,0.05867577610825292,0.9578660974050243,0.11006392144763133,0.9937700745517348,1
197,51.829224,4.04484,98,0.3943356694447091,1.0995935571179616,0.440835955806841,0.07515268076703308,0.6102044386604462,0.14028214577715958,0.9837091701875701,0
2,48.383,-4.5,435,0.02250080646244914,0.39688345245937584,0.1553898706867345,0.026372341695303225,0.9148059016589831,0.05038319622978893,0.999003760679923,1
200,51.819721,4.128239,347,0.46818368610295535,0.54445939942813,0.25418219334955117,0.08737310545546248,0.0093827984932574,0.16929906775195167,0.9658005329109403,0
203,51.977572,4.119881,347,0.06645475568373554,0.8290213726964428,0.3285646876192648,0.06110107973178591,0.1437880496859696,0.11493950300427894,0.9888087462324844,0
205,51.543944,3.865419,93,0.21526146755320077,0.9070371371128363,0.42027701711192117,0.08406182287187103,0.5003718133614399,0.14884934032202102,0.9854246838384981,0
208,51.666274,4.095356,109,0.2676650585872378,0.9533917814161605,0.45228289238720987,0.10762236333412334,0.14874423760007782,0.1816745372800016,0.9773910197167853,0
209,51.659342,4.144264,180,0.1969002644609252,0.8895909390088004,0.3963991621859454,0.06032360249892427,0.5097054789482098,0.11330685270970847,0.9899547651239108,0
21,46.007357,-1.174341,95,0.014045740425712633,0.6237070697926903,0.1692604970823689,0.08055741451308152,0.5415002776483587,0.12703421890986658,0.9930493470333378,1
210,51.450047,4.229827,238,-0.8587289441992882,0.5898022378655965,0.16167734661132868,0.20581282143314084,2.5591458461521553e-09,0.37054832570980695,0.9013281544089374,1
216,51.773558,4.192415,134,0.4913845242419943,0.4638990950934171,0.17119524094639074,0.09200361634957094,0.1943272224401572,0.15300253923069712,0.9810344497861684,1
22,45.199667,-0.744167,91,-0.09163407019619114,0.6164578451817665,0.26039854123389683,0.03948719806446488,0.99788840263359,0.07671611581224091,0.9966266381034369,1
226,51.619106,3.686358,191,0.03824985629298787,0.7631193844099822,0.3317981744798789,0.04916482508723202,0.7260146791777221,0.0927976643385438,0.9946682113577194,0
227,51.619592,3.682065,192,0.06531310038501748,0.8332255649937628,0.3509369309277658,0.048343473471204434,0.7418617991513974,0.08469125535433181,0.994078812322946,0
23,45.453667,-0.92305,74,-0.12181794686367146,0.4549659181570435,0.15463893297544273,0.05737846694355708,0.9562744176140242,0.09308229789684493,0.9950348603586782,1
236,51.595404,4.006011,288,0.18536820383764252,0.9048632368948224,0.3954962151352184,0.05755274901358237,0.2848060514058651,0.10904862616886762,0.9903440690870053,0
237,51.626665,4.254928,160,0.4759858383239158,1.1922187687266832,0.45198976184862194,0.07742020181840992,0.2782858226935556,0.14432211387299976,0.9794178011433315,0
238,51.827026,4.033445,75,0.2536291640873154,1.0784280168583482,0.38763785628340686,0.09043530569590646,0.5415185991563529,0.16193721503162967,0.980723258827886,0
