station,lat,lon,n_blocks,gev_c,gev_loc,gev_scale,ks_stat,ks_pvalue,kuiper,r2_cdf,cluster,LD1,LD2
195,51.863131,3.860766,214,0.10044216847719603,0.7982228235288904,0.3285494628495098,0.05621356510788311,0.49076964480288376,0.0925768239884811,0.9929575657882417,0,-0.600247959593791,0.7984838214194014
196,51.835992,4.054941,70,0.5285359487762056,0.44102235641123044,0.1864943336726868,0.05873212583740295,0.9575313850127198,0.11013995606264032,0.9937599666931827,1,0.551637226282635,-2.3617993336506276
197,51.829224,4.04484,98,0.39423203860190215,1.0995118867836267,0.4407735080460531,0.07523655815474839,0.6088090743126167,0.1402675826913523,0.9837244205627672,0,-2.4951169821809005,0.4378933537270352
2,48.383,-4.5,435,0.02244003625891414,0.3968659817258183,0.15538699280679347,0.026359653745513745,0.9150859787373353,0.050408722088753466,0.9990026876036361,1,2.0019935620346705,-0.6897464246633953
200,51.819721,4.128239,347,0.46826974044644937,0.544457918052305,0.25421626878505466,0.0873524534214338,0.00940652045535237,0.16925111537554813,0.9658144583624616,0,-0.18758425191319525,-1.4247401504810613
203,51.977572,4.119881,347,0.06628412241345985,0.8290128473746894,0.3285054774966918,0.0611202813495485,0.14355222687274705,0.11498979850218319,0.9887982554151213,0,-0.6104369023886175,0.9651282934582665
205,51.543944,3.865419,93,0.21531862497696794,0.9070271510292013,0.4202849810668145,0.08405121485377143,0.5005331020736676,0.14885160555106303,0.9854248908618447,0,-1.572088632885576,0.9032222069628794
208,51.666274,4.095356,109,0.26787844296005026,0.9534893729892681,0.4523923553806188,0.1076712547008899,0.14839776235231428,0.18164467973565568,0.9773841301583674,0,-1.9330720071666736,0.8727167562921514
209,51.659342,4.144264,180,0.19683954172568666,0.8895347498685238,0.39638813054093736,0.06027325215873797,0.5107784390912525,0.11327467289054699,0.9899672725172157,0,-1.3792568246961445,0.8498086943891972
21,46.007357,-1.174341,95,0.01398295405109783,0.6237095711064093,0.16926715777163043,0.08056179298502336,0.5414308159951945,0.1270376561780156,0.9930492079813833,1,1.285316392121911,-0.28671452694040234
210,51.450047,4.229827,238,-0.8587941136435497,0.5897884111775487,0.16167348189378394,0.20580716357096696,2.562046976938572e-09,0.37051850519702656,0.9013495572641682,1,3.1620444117413964,3.1540076683390494
216,51.773558,4.192415,134,0.4912821208928159,0.4638994719178551,0.17118174678964007,0.09201097107888268,0.19425583447386718,0.15301474558900086,0.981029793594399,1,0.7323769660078903,-2.354906154176778
22,45.199667,-0.744167,91,-0.09172201244278812,0.6163827769752459,0.26036332646694166,0.039424227691416014,0.9979367779229794,0.07676465706015262,0.9966226666763321,1,0.6790038449074106,0.9699009411593457
226,51.619106,3.686358,191,0.03824253083186581,0.763112736618857,0.33178936138316656,0.04915989164705614,0.7261274145438514,0.09279856341930948,0.9946671656807855,0,-0.40987830418310384,1.0396865143405554
227,51.619592,3.682065,192,0.0652186623407508,0.8331660377125201,0.3508929775996812,0.048297723883185706,0.7428983462052065,0.08468444384399815,0.9940796706211984,0,-0.7459811753985471,1.1005854635247598
23,45.453667,-0.92305,74,-0.12193352277708434,0.4549661648450204,0.15465917485159236,0.05741510221914381,0.9560457343763746,0.09313558954286012,0.9950276801167082,1,2.1472979573648616,-0.057913314638889546
236,51.595404,4.006011,288,0.18546552694031143,0.904884382919608,0.39552830178130777,0.057557093776990226,0.2847238531240873,0.10904844528057997,0.9903397850345402,0,-1.3913096084060694,0.9057546083707213
237,51.626665,4.254928,160,0.47586852876898855,1.192206768321109,0.4519541772022785,0.07741771669840858,0.2783203192004349,0.14432999020132495,0.9794213921248746,0,-2.9348996078869423,0.2363637926817299
238,51.827026,4.033445,75,0.253623727768445,1.0784038311055957,0.3876208573170457,0.09041884283651991,0.5417508140037315,0.1619533030174799,0.9807201626800179,0,-1.9198855733774938,0.7441792753510377
240,51.336209,3.819812,347,0.1801778810874713,1.004776644342472,0.3807458522523124,0.08042721731513328,0.021209259453801522,0.142079370723772,0.9828060619351217,0,-1.5576425753390575,0.9432066238954993
242,51.599317,3.75183,85,0.20021214157791953,0.8393378942445249,0.4181867745780904,0.08415920601083077,0.5551793611900513,0.13603612521112612,0.9871674622707765,0,-1.3634395028605242,0.8945283870523504
243,51.442308,3.596057,347,0.08923180939406014,0.9109185391853984,0.34752361985365965,0.0686749828244183,0.07228413857163707,0.11649410948587746,0.9879835456490805,0,-0.9689351256895359,1.0536519266712518
245,51.496839,4.056964,169,0.223274113915989,0.9949721411357031,0.4054819794862631,0.0783715522843687,0.2376546127432112,0.15567972683427284,0.980474573987199,0,-1.7386566906669696,0.8802727535877451
248,51.521445,3.440031,288,0.13015107362884848,0.850402539454642,0.34798966629036676,0.07857152431777342,0.054074130914957386,0.11516319437633055,0.9891958564254634,0,-0.8998269254083209,0.835131911313069
251,51.642157,3.910813,157,0.1947756148639048,0.951807241545944,0.3897902573518147,0.06851688788463436,0.43323643283341495,0.12525880326092817,0.9872392537032217,0,-1.4987846103711455,0.8815788435083298
254,51.33621206,3.81981192,174,0.4135014054155912,1.254242380715485,0.3735630678727462,0.0672360379434177,0.3936936134796616,0.12451191706817588,0.9870677469837005,0,-2.6009422462338723,0.1782264023863959
255,51.76762642,3.61712418,257,0.12956628381241633,0.8512239561657129,0.32504941545597843,0.07480965719952687,0.1070323049814581,0.12440733444891122,0.986748667426431,0,-0.7691436432890032,0.7064799751683425
