,Unnamed: 0,station,lat,lon,n_blocks,gev_c,gev_loc,gev_scale,ks_stat,ks_pvalue,kuiper,r2_cdf,cluster,DU,CODE_1_18,CODE_2_18,CODE_3_18,CODE_4_18,CODE_5_18,COMMENT_18
131,131,387,52.931535,5.045596,288,0.214438777622628,0.9418536513019048,0.4137205393640464,0.0694304166008664,0.1187323660121936,0.1229570662563678,0.9851210847347516,4,4,8,82,821,8210,82100,
132,132,391,52.462323,4.554823,228,0.0907621552241228,0.8959870412405269,0.3402176965697859,0.0852534724341994,0.0685470930789393,0.1395135036421072,0.9860110089041814,4,4,8,84,842,8420,84200,
133,133,392,52.467249,4.60506,134,0.1701739541280811,0.9194442491657396,0.3545602752430591,0.07243096488827,0.4615843681973481,0.134527289755408,0.9855569301032828,4,4,1,12,123,1231,12310,
134,134,398,52.934137,4.792286,61,0.1111303593522049,0.7556078874301151,0.376614184093705,0.0685561436209411,0.9177924970882816,0.133539647210492,0.9900823878280754,1,4,7,72,723,7230,72300,
135,135,4,47.266862,-2.20155,438,0.003235903647183,0.500740150271523,0.2231286252445203,0.0307242497671105,0.790832855060855,0.0562417965606485,0.9980805729913356,3,4,8,84,842,8420,84200,
136,136,400,52.772657,4.649702,242,0.1396280944329161,0.8695245672997156,0.3427186248295386,0.0604637618185933,0.3260282235675369,0.1002616042348715,0.9921201014467186,4,4,8,84,842,8420,84200,
137,137,401,52.099033,4.263563,337,0.0907349963755135,0.8818250113961204,0.3447469702670066,0.0585750552294583,0.1902272375255391,0.1089841679752929,0.9896847632428007,4,4,1,12,123,1236,12360,
138,138,403,52.09903557,4.2635626,164,0.1606172605355832,1.0242977358849807,0.3052944700828411,0.048294782612778,0.8209273730042852,0.0899758046394857,0.9936043908817358,4,4,1,12,123,1236,12360,
139,139,404,52.46394337,4.51759573,128,0.2029188061749976,0.9528466877313808,0.3661527223581088,0.0429195753926722,0.9643912958231372,0.0815388020797518,0.9963458071533056,4,4,8,84,842,8420,84200,
140,140,405,52.77265954,4.64970234,76,0.1891198297173804,1.0525476920857737,0.3293664079104241,0.084865304837854,0.6136689120548426,0.1649773829899484,0.9821078962903976,4,4,8,84,842,8420,84200,
141,141,41,48.3829,-4.4951,433,-0.0088039441517009,0.3934716196075528,0.1575104104185178,0.0240915122088789,0.957877009933202,0.046250683180317,0.9989871229279094,3,4,8,84,842,8420,84200,
142,142,413,52.9333,1.3,211,0.0159984164578648,0.7101838194806707,0.3301715117422857,0.0532141538120873,0.5701429966286067,0.0815366181562858,0.9970949240787386,1,4,6,62,621,6211,62111,
143,143,414,52.016701,-4.9833298,207,0.0076748553681688,0.4113204014359163,0.1633044319618192,0.0354362550112007,0.9490440324345436,0.065171298789573,0.9976714099063636,3,4,8,84,842,8420,84200,
144,144,415,52.466702,1.75,211,-0.0394731329369743,0.658938303996951,0.2933776557875613,0.0382891562505214,0.904599035259727,0.0718727024066243,0.9972591497482224,1,4,8,84,842,8420,84200,
145,145,416,52.716702,-4.03333,180,-0.0454423639234138,0.6616281897938524,0.2884591782322029,0.0446994510596651,0.8486105003622673,0.0816924037142666,0.996432129098354,1,4,7,72,723,7230,72300,
146,146,417,52.931274,5.0479212,64,0.1739638040806115,0.1873443223051106,0.0939499776061488,0.0862004470897004,0.6958979967578094,0.1626879818799622,0.9826281736866606,3,4,8,82,821,8210,82100,
147,147,418,52.932617,5.0459771,64,0.2835031600844358,0.9652664775775044,0.3934194412959166,0.0661823773117786,0.9243232635256052,0.1154510122783087,0.9944357609726588,4,4,1,11,112,1121,11210,
148,148,42,47.27,-2.2,438,0.0032880807515581,0.5008344856843739,0.223164461572699,0.0306694449563876,0.7926107956575761,0.0561884032081362,0.9980852524394644,3,4,1,11,112,1121,11210,
149,149,423,52.464966,4.5179009,64,0.2972915218855291,0.9226461810417416,0.3417332641843703,0.0561641985821642,0.9808310102146018,0.1114795177778801,0.9940065583055094,4,4,8,84,842,8420,84200,
150,150,43,48.359299,-4.7809,321,-0.0090047557677559,0.3558190168292455,0.1369795301828858,0.042762925061876,0.5848777494871846,0.0803137405533216,0.9968079465229704,3,4,7,72,723,7230,72300,
151,151,44,47.644299,-3.4459901,310,0.0222473833827986,0.3418070213529439,0.1451780746865439,0.0425640703739128,0.6126162705867291,0.0674261092410368,0.9971927405232096,3,4,1,12,123,1235,12350,
152,152,448,54.842556,-5.120028,335,0.0082446163601754,0.544161911917515,0.2123102943807184,0.0533394492164239,0.2860736742055028,0.0892951045047878,0.9949499138981592,3,4,1,12,123,1236,12360,
153,153,449,54.66475,-5.669472,172,-0.1350229117321674,0.5158023091651156,0.4430349621949113,0.1013147852298951,0.0545223915763333,0.2016592845308507,0.9696081797414356,1,4,1,12,123,1235,12350,
154,154,45,47.140381,-2.24635,303,0.1053288934628024,0.4210152375320026,0.2044242129592268,0.0401950371277257,0.6962415568864482,0.0674687338562314,0.9971003009702788,3,4,8,84,842,8420,84200,
155,155,450,54.6364,-8.3949,103,0.1260417528850201,0.4712578530581005,0.2258227856073177,0.076653703210908,0.554333802446543,0.147071756472783,0.9859264013523952,1,4,4,41,410,4100,41000,
156,156,451,54.9905,-8.4955,98,0.0215030944139416,0.450369816309662,0.1832597641323327,0.0622753422459714,0.8187829577136294,0.1244545643794786,0.9907547045654486,3,4,8,84,842,8420,84200,
157,157,452,54.2536,-9.8928,93,0.0550472729859572,0.3744106163210909,0.1413713937351212,0.0627448498756563,0.8348725481901397,0.1036957470199806,0.9950725373918972,3,4,8,84,842,8420,84200,
158,158,453,54.3099,-8.582,76,0.1675854564750505,0.4552947485514962,0.2453474413341834,0.0634520526787181,0.9003919046762605,0.1204811073000574,0.9940638495400848,1,4,8,84,842,8420,84200,
159,159,455,54.8424,-5.1188998,199,-0.0141008688944109,0.5361541281986855,0.2122375311278233,0.0512658047598206,0.6530803533557257,0.0865687722171955,0.995048248737336,3,4,8,84,842,8420,84200,
160,160,456,54.665001,-5.6691999,172,-0.0360609838221573,0.4839698162226743,0.1957459841966196,0.0472478028364155,0.819602749845445,0.0880720978711228,0.996004135981028,3,4,8,84,842,8420,84200,
161,161,457,54.636398,-8.3949003,103,0.1341108903167227,0.4645061041812215,0.2283007444865871,0.069314569226479,0.6792050220513769,0.1164733848649462,0.9908735068079444,1,4,4,41,410,4100,41000,
162,162,458,54.989601,-8.4956198,98,0.0537769986868371,0.417363104782797,0.1778377677113494,0.0556157351420454,0.9055589413497368,0.1068865343083334,0.9931880900327144,3,4,8,84,842,8420,84200,
163,163,459,54.252998,-9.8900003,94,0.059906958315428,0.3476177899837034,0.1332129040271902,0.0509254964296431,0.9574773956873972,0.0920315872163888,0.9932166230177832,3,4,8,84,842,8420,84200,
164,164,46,48.718399,-3.9658999,307,0.0124750264102569,0.3798306420421125,0.133080060254036,0.0551755710696251,0.2964004221154995,0.0930228166920274,0.9954884976277368,3,4,8,84,842,8420,84200,
165,165,460,54.3046,-8.5689001,72,0.0146669084439533,0.4330471219937083,0.2600448033101923,0.0705254545039769,0.8414455714590751,0.1360849926380557,0.989349336435217,1,4,1,12,123,1233,12330,
166,166,462,54.031833,-2.92025,352,-0.0253013879632803,0.7899235194145884,0.3343905383365694,0.0498573658792445,0.3346553265070253,0.0981769808830437,0.9920828126536672,1,4,1,12,123,1231,12310,
167,167,463,54.49,-0.614694,265,-0.0518817739863096,0.5391415476558943,0.2447247003091123,0.0466313842283916,0.5951583337975224,0.0853250007306491,0.9954057478522748,1,4,1,11,111,1111,11110,
168,168,464,54.650722,-3.567167,198,-0.0022827537618345,0.7225043747228652,0.2770164777376248,0.0671190809683269,0.3199906722031083,0.1294438138162776,0.990901507262203,1,4,1,12,123,1231,12310,
169,169,465,54.085222,-4.768056,181,-0.0007047523551328,0.5067316475286403,0.1957029972990458,0.0488178967478334,0.7625489599401101,0.0888699151126918,0.9966616305188384,3,4,1,12,123,1236,12360,
170,170,467,54.48862,-0.61462,66,-0.0573410580053429,0.5490037994405421,0.2562883743563825,0.0781228824381773,0.7861011661714488,0.1351066268493658,0.9893010239027342,1,4,1,12,123,1235,12350,
171,171,468,54.82326593,9.65412763,151,-0.0268722360889544,0.6030219988497372,0.2468119342531398,0.0541372125311005,0.7470940680696079,0.1063242136918663,0.991621561985207,1,4,8,84,842,8420,84200,
172,172,469,54.79504891,9.433011,151,-0.0135175119822607,0.6388833864115735,0.253545542228634,0.0655621095059177,0.5138511294764343,0.1140266920309994,0.9898598378847772,1,4,8,84,842,8420,84200,
173,173,47,46.148701,-1.2259001,243,0.0004709477664556,0.4470303678971996,0.198021291639909,0.0658124528466602,0.2328358109618494,0.1018381588726316,0.9938335833875728,3,4,1,12,123,1233,12330,
174,174,470,54.75978757,8.29700482,151,0.2154605986446086,1.086854589178403,0.4153263460518123,0.1066185710596634,0.0599178238106923,0.2072741038206701,0.9688111230238888,4,4,8,84,842,8420,84200,
175,175,471,54.73219748,8.6880067,151,1.0479432387731382,1.5262086824230514,0.4920991209048116,0.1517888940442652,0.001674168298615,0.2295559487200055,0.9257691792104974,2,4,7,72,723,7230,72300,
176,176,473,54.63344017,8.38492638,151,0.5319305203470042,1.2426982187060007,0.4766412869940465,0.1407586067587239,0.0045055284797497,0.2617916439856959,0.9424434793018336,4,4,8,84,842,8420,84200,
177,177,474,54.50258302,8.70305048,151,1.0135561158627675,1.488551726476523,0.5176965753047816,0.1619169929075251,0.0006310451239275,0.2450281048617583,0.924008953120518,2,4,8,84,842,8420,84200,
178,178,475,54.47470223,9.83599307,151,-0.0414301998773737,0.6012131378728346,0.2483064347528972,0.060878582158095,0.6083684388235864,0.1152782674684,0.991321116049944,1,4,8,84,842,8420,84200,
179,179,476,54.47394247,9.02585594,151,1.1835996415877568,1.7142896625810988,0.3379210074279894,0.1232526049298392,0.0185757160418306,0.1502472553133061,0.9580867483294424,2,4,4,41,410,4100,41000,
180,180,477,54.26591826,8.84211831,150,1.07890787658847,1.555787399014057,0.4788910556027266,0.1266585472597591,0.0147799895408478,0.216253995412517,0.9492195459364272,2,4,1,11,112,1121,11210,
181,181,478,54.26586489,8.84958039,151,1.2003743671678762,1.838586012141398,0.193327550980962,0.1026940320399338,0.077054516101872,0.1462437573269402,0.9618156140656584,2,4,7,72,723,7230,72300,Different water level
182,182,479,54.18052298,7.89080439,151,0.1627848076891911,1.0110337986171327,0.3836055551759748,0.0681520358844544,0.4642750687484496,0.1342489477089014,0.9828485265030176,4,4,1,14,140,1400,14000,
183,183,48,45.568432,-1.06148,237,0.0088843989039584,0.3971031553848147,0.2130935730468827,0.0394797956198989,0.8393250025975239,0.07758480780534,0.996163555478366,3,4,8,83,832,8320,83200,
184,184,481,54.1233805,8.86015778,151,1.1262376152881717,1.5705337522034872,0.4835937692343534,0.1379686780414538,0.005718737785229,0.2229402909539919,0.941994836267408,2,4,8,84,842,8420,84200,
185,185,486,54.31632455,8.95122149,151,1.0769571182469824,1.8650160540793204,0.1452228169292842,0.1193412442255861,0.0248421597108612,0.2153609798955472,0.9519674878157572,2,4,7,71,711,7110,71100,
186,186,49,46.497501,-1.7938,217,-0.0345866588374391,0.3691171742567888,0.1654849579128788,0.0526706464788448,0.5655928187749697,0.0920480292519229,0.9942443589169422,3,4,1,12,123,1234,12340,
187,187,492,54.033298,-2.9166701,203,0.0313596263119736,0.7475116128572641,0.3357332891686222,0.0660943917723818,0.3235034962735572,0.1150958136829034,0.9926850294655934,1,4,8,84,842,8420,84200,
188,188,494,54.483299,-0.61667001,211,-0.0574714186133874,0.5269900445274267,0.2294841968748142,0.0514781517296218,0.6122018235295354,0.091141806535202,0.9961052766511036,1,4,1,11,111,1112,11120,
189,189,495,54.650002,-3.5666699,197,0.0327833016059196,0.7015544883565934,0.2936141674861032,0.0651555416159114,0.3575885324322394,0.113930244034028,0.9912599159532608,1,4,1,12,123,1231,12310,
190,190,496,54.0854,-4.7680998,121,-0.000246591113279,0.4590764235313511,0.1807770370340223,0.0488313137817271,0.9214621847635756,0.0842505978161114,0.9966268201164,3,4,8,84,842,8420,84200,
191,191,498,54.282497,-0.3902857,76,-0.1088748219888996,0.5713498252846168,0.3282142802245982,0.0523163760641132,0.9784638867348656,0.0978069109582785,0.993564987573417,1,4,8,84,842,8420,84200,
192,192,499,54.916698,9.7833004,67,0.6201347963158546,0.5753977003527246,0.1457368376759558,0.1256086956254494,0.2216383283904193,0.2130123847665015,0.9565875213770638,5,4,1,11,111,1112,11120,
193,193,5,47.140383,-2.24635,303,0.1052993029194582,0.4210343497538835,0.2044402309961597,0.0402261405836854,0.6953340954550715,0.067445048987389,0.9970994727671856,3,4,8,84,842,8420,84200,
194,194,50,47.277222,-1.8898,213,-0.0492556071302145,0.6805840703586192,0.2767187822442498,0.0533412076092191,0.5611411318668289,0.104633351441671,0.989097080191873,1,4,8,81,811,8110,81100,
195,195,500,54.1222,8.8591995,65,1.094939288006898,1.5243566213061426,0.5183205070323469,0.1321073819591023,0.1890261210375483,0.2266856848181636,0.9580527600548748,2,4,8,84,842,8420,84200,
196,196,501,54.730999,8.6870003,67,1.1146847476653845,1.493343260462077,0.5637085720934822,0.1345224250249304,0.1613817525573958,0.2605139164966125,0.9375365809911907,2,4,8,84,842,8420,84200,
197,197,502,54.474998,9.8369999,67,0.7233367183339646,0.6114146754863939,0.1553060487119024,0.0904261421488656,0.6112263310940029,0.1720754526399961,0.9720584582753412,5,4,8,84,842,8420,84200,
198,198,503,54.265999,8.842,67,1.1837415261651698,1.5004299254403657,0.5875835932784208,0.1246545236725782,0.2289889806977429,0.2299924848610544,0.9508377456521548,2,4,8,84,842,8420,84200,
199,199,504,54.796001,9.434,67,0.6040630667566491,0.6329151808820508,0.1507084608464375,0.105412107067264,0.4173030001818428,0.208028249232674,0.9614375943982424,5,4,8,84,842,8420,84200,
200,200,505,54.178902,7.8899999,67,0.155895558526007,0.97573450529239,0.3709370122028858,0.0621848348767249,0.9435367037336404,0.1241580100283035,0.9892024925673406,4,4,8,84,842,8420,84200,
201,201,506,54.757999,8.2959995,67,0.3269810113099244,1.1017433287447171,0.4181465390377124,0.0850126794210347,0.6860741504413442,0.1636336264044248,0.9807310768016352,4,4,8,84,842,8420,84200,
202,202,507,54.472,9.0249996,67,1.1465066575732734,1.604870810193978,0.4514503571369936,0.1166838164425336,0.2976442329087524,0.1931863837798526,0.9682658863353704,2,4,4,41,410,4100,41000,
203,203,508,54.82333,9.6549997,67,0.5490561902927028,0.6007949578174276,0.1510799656101017,0.1258297949638107,0.2199608167830093,0.21950689970533,0.9548079826876054,5,4,8,84,842,8420,84200,
204,204,509,54.966702,8.6660004,63,0.2905247839903039,1.127043205488356,0.4037878084052252,0.1140482036573702,0.358280936436701,0.2278172362718795,0.9672109261963796,4,4,2,21,211,2110,21100,
205,205,51,47.205379,-1.76513,213,-0.0823526080212026,0.7389871729080599,0.3509054652144027,0.0644344827496611,0.3254347151081647,0.1169576218527395,0.9890954956725544,1,4,8,81,811,8110,81100,
206,206,510,54.488632,-0.61463588,66,-0.0360540407921253,0.5578948995925926,0.258848715363968,0.0630216307380503,0.9408707888693716,0.1154029723220593,0.9898039970340332,1,4,1,12,123,1235,12350,
207,207,511,54.632,8.3839998,67,0.8524195381171977,1.348420455880583,0.5562011302594847,0.1446261741521115,0.1096468421118065,0.2273268876160369,0.931967493018514,2,4,8,84,842,8420,84200,
208,208,519,55.206778,-6.656833,177,-0.1330559719268015,0.4576983665931278,0.2063178381792125,0.0414518625440009,0.9087650468927276,0.0783858775494611,0.9957782659718124,3,4,1,12,123,1233,12330,
209,209,52,45.853409,-1.17782,150,0.1437462633356935,0.5117959063087199,0.268968478702988,0.109100739336417,0.0520847923265737,0.191926774326068,0.9605157996535452,1,4,8,84,842,8420,84200,
210,210,520,55.627583,-6.189917,127,-0.7570163654659254,0.1144685858431359,0.0398319850242946,0.2084122125719675,2.5688496938714176e-05,0.2788203776396586,0.9048084137108796,3,4,1,12,123,1236,12360,
211,211,521,55.3717,-7.3344,95,-0.0800776455994569,0.4744929446753431,0.1925935538931991,0.0494908078208944,0.9651378279463044,0.0907795193091551,0.9942270212694996,3,4,8,84,842,8420,84200,
212,212,522,55.200001,-6.6666999,176,-0.0437090450276966,0.4789826647708785,0.1947009663685842,0.0366476632636213,0.9652042807122948,0.0701856012361367,0.9980506043952776,3,4,8,84,842,8420,84200,
213,213,523,55.627399,-6.1901002,119,0.2406263274248792,0.5263649144296778,0.2046296532684819,0.0474331787287835,0.9399922787342416,0.0946505292738772,0.9926905746166568,3,4,1,12,123,1236,12360,
214,214,524,55.3717,-7.3343201,94,0.1052736120311122,0.5400978666089689,0.3193389656246956,0.0736490995955717,0.6601534005952053,0.12940881769902,0.9919798697621074,1,4,8,84,842,8420,84200,
215,215,526,55.749806,-4.906333,266,0.3766052252024523,0.673619268166732,0.5305311463408198,0.1454621865087908,2.2428653759907205e-05,0.2702708997673116,0.9218012354387202,4,4,5,51,510,5100,51000,
216,216,527,55.989833,-3.181694,213,0.2108920250236805,0.608769007374333,0.415985084739785,0.114564156687151,0.0068378825304735,0.2224757415562664,0.9364520718061063,1,4,1,12,123,1231,12310,
217,217,528,55.01826759,8.44140467,151,0.2052424791352175,1.065935838155563,0.4150841688994349,0.107243165247688,0.0575163843583838,0.2125850433105581,0.9646609201186503,4,4,8,84,842,8420,84200,
218,218,53,47.193451,-1.63367,203,0.013252461935451,0.8233346359060765,0.4325382610217272,0.0818547612527361,0.1245440967505596,0.1502458675960236,0.9798099787397264,4,4,1,12,123,1231,12310,
219,219,530,55.4667,8.4333,446,0.5639817403970016,1.1962601863608735,0.5248025442142636,0.1013130378731949,0.0001941670859705,0.2002591881125135,0.9579950448420675,4,4,8,84,842,8420,84200,
220,220,531,55.989799,-3.1803999,202,-0.1818918179607176,0.4977818081413531,0.2191525629758058,0.039592881667133,0.896842851432098,0.078085954293937,0.9970646754560611,3,4,1,12,123,1231,12310,
221,221,532,55.749699,-4.9046998,208,0.0612128600909353,0.6335226905402165,0.2726713062229226,0.0495394372153359,0.6682164049640081,0.0832456293753373,0.994152914347094,1,4,8,83,833,8330,83300,Different water level
222,222,533,55.0,-1.4333301,211,-0.2199499705943186,0.4650117944534812,0.21535470521411,0.0490559343970991,0.6715329196689577,0.0895327147517009,0.9954231373072856,3,4,1,11,112,1121,11210,
223,223,534,55.5667,9.75,121,0.3956811739845275,0.4732444079093676,0.1458679663706968,0.0604194519918401,0.7457703668742782,0.1062484129197435,0.9924947862820503,5,4,1,14,140,1400,14000,
224,224,535,55.0,9.9833002,111,0.656315806135926,0.6075158899416636,0.1972071926570885,0.0970097405154032,0.2316472109567722,0.1820761077484862,0.9782707655831588,5,4,8,84,842,8420,84200,
225,225,536,55.266701,9.8832998,67,0.626516736140324,0.5195161099580055,0.1319569023918267,0.1782983700111685,0.0246534752227155,0.2987719424422493,0.93489574630085,5,4,1,14,140,1400,14000,
226,226,537,55.466702,8.4333,64,0.4229110445003007,1.1694739201004745,0.4440510735574573,0.1047928874499063,0.452656488636174,0.1813105872602837,0.9805995019609725,4,4,8,84,842,8420,84200,
227,227,538,55.016998,8.441,67,0.3172651755449454,1.0834529339387984,0.4231365528707589,0.0987924768936374,0.4990593763746793,0.1904504819269146,0.9725196557126644,4,4,8,84,842,8420,84200,
228,228,54,48.641102,-2.0276,190,0.0460203392207574,0.543863617574597,0.1861956958997935,0.0520084745308549,0.6632900627498837,0.0850637989957377,0.9959337846429164,3,4,8,84,842,8420,84200,
229,229,540,55.130798,8.6858997,61,0.5066908844578313,1.141065756893549,0.3488893696760679,0.074746998888529,0.859673775855632,0.1402731647531022,0.9850406781434152,4,4,8,81,811,8110,81100,
230,230,541,55.1833,8.6833,61,0.6527496685161491,0.955347986692218,0.2223798632402218,0.0583901625043639,0.977652238662056,0.1104871983279967,0.991312691071269,5,4,7,72,721,7210,72100,
231,231,542,55.087002,8.5654001,61,0.3208829575592355,1.1677695133507748,0.3775939207043049,0.0791766234191782,0.8100767058427201,0.1564420152740904,0.9836306724022936,4,4,1,12,123,1231,12310,
232,232,544,55.283298,8.5832996,61,0.3350870037099933,1.1137585369181662,0.417081194686017,0.0847087056768044,0.7417222690881615,0.1415820140636415,0.9843440053798648,4,4,7,72,723,7230,72300,
233,233,545,55.333302,8.6833,61,0.5787218028304345,1.3077385730398474,0.4289658610833177,0.1262766577832064,0.262216656771242,0.2352867750943662,0.9628008708331562,4,4,2,21,211,2110,21100,
234,234,546,56.623111,-6.064222,203,0.1850143341148825,0.6572257665013811,0.4129478852538948,0.1036028190132456,0.0237640829702713,0.1712778202476062,0.9718902914652878,1,4,1,11,112,1121,11210,
235,235,547,56.6231,-6.0630999,195,-0.1491983154465176,0.5094114328960639,0.2131672896742616,0.0472058542446354,0.7593337977507678,0.0874112886839709,0.99588513140356,3,4,8,84,842,8420,84200,
236,236,549,56.633301,9.8000002,78,0.2805330687073617,0.4240831380981294,0.1278765897166014,0.0927671630245061,0.4845477624480688,0.1703805427120424,0.9804929986689253,3,4,1,11,111,1112,11120,
237,237,55,47.305672,-2.0883,165,0.0994981003280412,0.5606634055502338,0.2794897737075363,0.0323393436528054,0.9931478371666188,0.0633252972664571,0.997592402138734,1,4,8,83,832,8320,83200,
238,238,550,56.524601,8.1152,61,0.1837834024051383,1.0110470485196976,0.4137486384275509,0.088204533321392,0.6963331813060971,0.1662577194821435,0.980090244324484,4,4,8,84,842,8420,84200,
239,239,551,56.7075,8.2089996,61,0.5535304967235652,0.8540227124486006,0.2730549437903061,0.0788497185863098,0.8139207182195851,0.1379295746714743,0.9909515677696912,5,4,8,84,842,8420,84200,
240,240,553,57.89525,-5.158056,309,0.1684888404009887,0.5274312020520368,0.3164436148106284,0.0924942903068246,0.0094471126348738,0.1808908184387063,0.9546436553003838,1,4,1,12,123,1236,12360,
241,241,554,57.8955,-5.1567998,208,-0.0250602775338936,0.5018641990627155,0.196610905865479,0.0395546763735258,0.8877912643074448,0.0758753311658617,0.9980774184935712,3,4,8,83,833,8330,83300,
242,242,559,57.150002,-2.0833299,208,0.077423058851652,0.4408511671267824,0.1908685068482166,0.0349587268181683,0.953431437423169,0.0697268733598188,0.9968591291700818,3,4,1,11,112,1121,11210,
243,243,56,47.5429,-2.8954,133,0.095433751252309,0.37858854634793,0.1916791877966788,0.0654290827793417,0.5961308093974068,0.1196286386011004,0.9856397240153824,3,4,8,84,842,8420,84200,
244,244,565,58.207722,-6.388889,274,-0.0032601827095888,0.4558888169112583,0.1984469994576423,0.0375169777694758,0.8211739298028451,0.0729553791993038,0.995967853262624,3,4,1,12,123,1231,12310,
245,245,566,58.456694,-5.050222,192,-0.30379325711734,0.3962839714415936,0.2902425450167573,0.0782174627936621,0.1809451145465819,0.1412969707248869,0.9886163327899056,1,4,1,12,123,1231,12310,
246,246,567,58.216702,-6.3833299,205,0.0976411330175145,0.4313090900758696,0.1567883277600171,0.0302403005107545,0.9892191014039736,0.0596531541419711,0.9984984753688556,3,4,1,11,112,1121,11210,
247,247,568,58.457199,-5.0496001,190,-0.0342658281811667,0.4945067399822576,0.2389547344615215,0.0331344955966524,0.9807960928756936,0.0644141296863955,0.9978450237082376,1,4,8,83,833,8330,83300,
248,248,57,47.873798,-3.9075999,154,0.0870209814593061,0.3499695697707664,0.1540750052033337,0.0561228123359206,0.6955812201086007,0.1019180703430047,0.9936233305953002,3,4,8,84,842,8420,84200,
249,249,570,58.0,7.567,444,0.0307164388111265,0.3744397372195768,0.1352986489831033,0.0402141329633343,0.4575147315565753,0.0759111640178847,0.9956694612830218,3,4,8,84,842,8420,84200,
250,250,571,58.440972,-3.086389,351,-0.2477935570006997,0.4184676159290793,0.188726869599323,0.0423487073595327,0.5406931164966664,0.0823880173548818,0.99565173467445,3,4,1,12,123,1231,12310,
251,251,572,58.974339,5.730121,443,0.0648670634984281,0.3450228949288086,0.1308620523026952,0.0196180683631772,0.994442770100994,0.0383980229715353,0.999169979065326,3,4,1,12,123,1232,12320,
252,252,573,58.006377,7.554759,449,0.0254276185744986,0.3677136216541191,0.1348477252182829,0.0343160700783201,0.6527209078324778,0.0682012281249449,0.9962864188184976,3,4,3,32,321,3210,32100,
253,253,574,58.995212,9.856379,290,0.0130734567130939,0.4449744540742912,0.1852743712371398,0.0366617246237851,0.8166551164756227,0.0687033986016654,0.996799661146336,3,4,8,84,842,8420,84200,
254,254,575,58.974339,5.7301211,444,0.1468624906991481,0.3453805370755979,0.1231401159985343,0.0427120585685257,0.3820241535531328,0.0725766853537606,0.9971880168921547,3,4,1,12,123,1232,12320,
255,255,576,58.006378,7.554759,449,1.3345491040849784,0.1434282263295413,0.6440404839125495,0.38479529090268,2.5240894913325587e-60,0.5188751604169937,0.5738589877122497,5,4,3,32,321,3210,32100,
256,256,577,58.995213,9.8563786,290,0.4284457916946064,0.4576578666227192,0.1622428727769143,0.0541788093758813,0.3497005233411806,0.0981122507229011,0.9906227543576148,5,4,8,84,842,8420,84200,
257,257,578,58.4333,-3.0833299,210,0.0704954563842905,0.4218244778130762,0.2055174493457399,0.0450517998763854,0.7701233592929556,0.0879690747261291,0.9963778832410431,3,4,1,11,111,1112,11120,
258,258,58,47.88092,-4.1159801,110,-0.0615230258996873,0.3814980128475571,0.1700739060368861,0.0360789897431345,0.9978521978202192,0.0713890986038039,0.997301249940979,3,4,1,12,123,1235,12350,
259,259,59,48.588699,-3.8382599,110,-0.0680839001784846,0.6468159375686859,0.3066941407653515,0.065097997472718,0.7147419656708291,0.1231742004689684,0.9908412005089364,1,4,8,81,811,8110,81100,
260,260,6,47.644274,-3.445852,310,0.0222367556280456,0.341666759163504,0.1451753463656188,0.0423879320831758,0.6178280632498061,0.0663350255351967,0.9972050985425052,3,4,1,12,123,1235,12350,
261,261,60,46.007359,-1.17434,95,0.0140130457428286,0.6239359094167187,0.1692720448458516,0.0814314823853369,0.5276992560145085,0.1274964967975964,0.9931112903276382,3,4,8,84,842,8420,84200,
262,262,61,45.453671,-0.92304999,74,-0.1220115772898945,0.4549974336367234,0.1546464053756722,0.0574881398958017,0.9555876303698316,0.0931786178426033,0.995022234270766,3,4,8,83,832,8320,83200,
263,263,65,45.335571,-0.79517001,66,-0.034658362304044,0.5063756271330087,0.1542042143944316,0.0847394851229824,0.6983450751958888,0.1489943726492029,0.9895420690448,3,4,8,83,832,8320,83200,
264,264,7,48.359098,-4.78075,321,-0.009059575044793,0.3557142960761907,0.1369600519808093,0.0429943497378513,0.5779889986224946,0.0804922351490801,0.9968022643022204,3,4,7,72,723,7230,72300,
265,265,70,45.040482,-0.60351998,60,-0.2092650239857255,0.6317857756117794,0.1692994328944084,0.0526309193423408,0.9933036677128212,0.100928678462453,0.9956061276151004,3,4,1,12,123,1231,12310,
266,266,8,48.718426,-3.965679,307,0.0094402762863205,0.3787990745478524,0.1327527255065571,0.0553754170634989,0.2924037627811994,0.0928872610760896,0.9955069025846024,3,4,8,84,842,8420,84200,
267,267,84,49.917833,-6.317139,181,-0.1507859548065575,0.3223828924237314,0.1362791287754858,0.1017594933405547,0.0438305082653998,0.1660886526123805,0.9785014934015622,3,4,1,12,123,1236,12360,
268,268,85,49.9179,-6.3155999,174,-0.0490551611908031,0.2912942417307959,0.1183642720232038,0.0580252874245391,0.580883306195892,0.1082457941070514,0.9914862775442822,3,4,8,84,842,8420,84200,
269,269,87,49.183333,-2.116667,194,-0.0929489865426146,0.4979055674308021,0.1708064191100823,0.0411513337298858,0.8840168625907293,0.0782565187729029,0.9970536941519488,3,4,1,12,123,1235,12350,
270,270,88,49.92917,1.08449,354,0.1343559567918704,0.6488648096843634,0.2490569740467197,0.0334232910123953,0.8111790202320909,0.0609831634735576,0.9977795396918148,1,4,1,12,123,1235,12350,
