station,u10_mean,u10_std,u10_q95,u10_q99,v10_mean,v10_std,v10_q95,v10_q99,d2m_mean,d2m_std,d2m_q95,d2m_q99,t2m_mean,t2m_std,t2m_q95,t2m_q99,msl_mean,msl_std,msl_q95,msl_q99,sst_mean,sst_std,sst_q95,sst_q99,sp_mean,sp_std,sp_q95,sp_q99,tp_mean,tp_std,tp_q95,tp_q99,mwd_mean,mwd_std,mwd_q95,mwd_q99,mwp_mean,mwp_std,mwp_q95,mwp_q99,swh_mean,swh_std,swh_q95,swh_q99,tide_mean,tide_std,tide_q95,tide_q99,residual_mean,residual_std,residual_q95,residual_q99,residual_is_deviant_mean,residual_is_deviant_std,residual_is_deviant_q95,residual_is_deviant_q99,magnitude_mean,magnitude_std,magnitude_q95,magnitude_q99,wind_dir_mean,wind_dir_std,wind_dir_q95,wind_dir_q99,u10_abs_mean,u10_abs_std,u10_abs_q95,u10_abs_q99,v10_abs_mean,v10_abs_std,v10_abs_q95,v10_abs_q99,wind_wave_diff_mean,wind_wave_diff_std,wind_wave_diff_q95,wind_wave_diff_q99,wind_wave_alignment_mean,wind_wave_alignment_std,wind_wave_alignment_q95,wind_wave_alignment_q99,tau_u_mean,tau_u_std,tau_u_q95,tau_u_q99,tau_v_mean,tau_v_std,tau_v_q95,tau_v_q99,tau_mag_mean,tau_mag_std,tau_mag_q95,tau_mag_q99,u10_annmaxmean,u10_annmaxmax,v10_annmaxmean,v10_annmaxmax,d2m_annmaxmean,d2m_annmaxmax,t2m_annmaxmean,t2m_annmaxmax,msl_annmaxmean,msl_annmaxmax,sst_annmaxmean,sst_annmaxmax,sp_annmaxmean,sp_annmaxmax,tp_annmaxmean,tp_annmaxmax,mwd_annmaxmean,mwd_annmaxmax,mwp_annmaxmean,mwp_annmaxmax,swh_annmaxmean,swh_annmaxmax,tide_annmaxmean,tide_annmaxmax,residual_annmaxmean,residual_annmaxmax,residual_is_deviant_annmaxmean,residual_is_deviant_annmaxmax,magnitude_annmaxmean,magnitude_annmaxmax,wind_dir_annmaxmean,wind_dir_annmaxmax,u10_abs_annmaxmean,u10_abs_annmaxmax,v10_abs_annmaxmean,v10_abs_annmaxmax,wind_wave_diff_annmaxmean,wind_wave_diff_annmaxmax,wind_wave_alignment_annmaxmean,wind_wave_alignment_annmaxmax,tau_u_annmaxmean,tau_u_annmaxmax,tau_v_annmaxmean,tau_v_annmaxmax,tau_mag_annmaxmean,tau_mag_annmaxmax,lat,lon,coast_bearing_deg,coast_normal1_deg,coast_normal2_deg,wind_to_mean_deg,wind_vs_coast_normal_diff_deg,wind_more_alongshore_deg
505,12.613607,3.1829715,17.37680969238281,18.367158813476568,-0.7646163,7.705185,11.809974670410154,12.965738830566412,279.82327,4.394673,286.3466064453125,288.79778076171874,283.32126,4.350515,290.75905456542966,291.32130859375,100196.79,1006.547,101710.2375,101917.9125,284.13507,5.174751,291.96240234375,292.53268554687503,100194.45,1006.5303,101707.66875,101915.138125,0.00023690978,0.0003838245,0.001161861419677734,0.0016457939147949225,273.1751,27.921196,315.0468444824219,317.2760955810547,7.454289,1.1794686,9.222104454040528,10.40014368057251,3.5683408,1.1006048,5.403542900085449,5.878211221694948,-0.7555945102347861,0.5576578026519444,0.26949858267568705,0.5582309645818206,1.1433934,0.4143041,1.930035090446472,1.9540885448455811,0.0,0.0,0.0,0.0,78.77237,48.02321,169.72963867187494,211.93949615478533,92.202515,32.323936,136.73168334960937,147.3579119873047,12.613607,3.1829715,17.37680969238281,18.367158813476568,6.583668,3.9952404,12.334706115722655,15.097213745117191,180.97261,12.451272,194.87964324951173,202.04339447021485,0.046778645,0.74308527,0.9936746001243592,0.9970781767368316,1.5987676,1.1274443,3.7214229822158797,5.025604152679451,-0.20162253,1.5828915,2.132031035423279,2.9347541809082056,13.499452,16.300694,45.92511253356931,72.39530532836926,16.279,19.46405,8.631469,14.031723,286.16638,288.94385,289.52087,291.4179,101385.7,102045.375,291.2047,292.77954,101383.27,102042.25,0.0008218072,0.0017786026,308.5406,318.8535,9.161674,10.429071,5.020146,6.293935,0.0036960475544947635,0.7060501380135282,1.704667,1.9768714,0.0,0,145.53786,244.37022,129.9404,150.21669,16.279,19.46405,11.590499,15.782028,193.85469,205.0529,0.91801935,0.9995326,3.2992303,6.4498262,1.4884133,3.455742,37.15253,95.099014,54.178902,7.8899999,317.54814087935745,47.54814087935745,227.54814087935745,272.2025,44.65437376908005,-45.34562623091995
506,11.835691,3.4859908,17.109257507324216,18.10088531494141,1.7215239,7.440608,11.893641662597654,14.619609680175788,280.0607,4.4888077,286.7561096191406,288.4330767822266,283.15863,4.568232,290.8631317138672,291.6496057128906,99969.84,966.1334,101384.7625,101838.97875,283.63705,5.599528,292.1341552734375,293.00490234375,99964.45,966.0816,101379.24453125,101832.95296875,0.0002946569,0.00042992205,0.0010684013366699218,0.0019708442687988294,259.8916,26.483747,300.752294921875,307.4872735595703,6.7014813,0.9568525,8.575479412078858,8.908303966522217,2.7588897,0.83920115,4.259404277801513,4.485603857040406,-0.7606182942739068,0.5493388982988867,0.6393905940808807,0.8724637468867353,1.2399544,0.4210001,1.9522462129592895,1.9885134196281433,0.0,0.0,0.0,0.0,74.4051,44.524208,156.43184356689449,188.460414428711,86.695206,45.454914,132.42403564453124,218.48476562500065,11.888186,3.2996774,17.109257507324216,18.10088531494141,6.5713434,3.812396,12.409172058105469,14.619609680175788,173.19641,39.584423,192.99220123291016,197.46623779296877,0.18507306,0.6906199,0.9828834891319275,0.9979961442947388,1.4693533,1.0858678,3.3760965108871455,4.678233175277715,0.2272979,1.3461468,2.41769287586212,3.0022212314605716,11.92613,12.946079,38.99851188659666,56.712380142211956,15.496512,18.79721,10.140896,15.892166,286.1205,288.50275,289.66522,291.7834,101207.41,102150.375,291.50284,293.031,101201.92,102144.375,0.0009041699,0.0022301674,294.13443,311.61725,8.055071,8.984975,3.8300314,4.572186,-0.029343627256848682,0.9244921402642694,1.8178211,1.9965533,0.0,0,129.5873,202.02888,138.40732,347.4448,15.496512,18.79721,11.30389,15.892166,191.10294,201.50517,0.92913175,0.9996988,2.9172518,5.5698795,1.766351,3.1006048,29.092436,64.998955,54.757999,8.2959995,9.015324274628654,99.01532427462865,279.01532427462865,266.6952,-12.320133844941154,-102.32013384494115
507,9.877011,3.0168054,14.388230895996093,14.787749938964845,0.23618942,5.333659,8.524604797363276,10.09146636962891,279.85748,4.1865954,286.6158477783203,289.0060241699219,283.02832,4.273129,290.82811279296874,292.33013427734375,100168.77,1001.3552,101489.76875,101817.66375,,,,,100178.46,1001.388,101499.425,101827.826875,0.00029906942,0.00043451204,0.0011367321014404286,0.0018561649322509787,,,,,,,,,,,,,-0.9270894867812747,0.9378072818523289,1.0447411766071122,1.5962357418142779,1.6224376,0.3563086,1.9861661672592164,1.9919781494140625,0.0,0.0,0.0,0.0,43.66458,28.273926,88.14056472778319,126.04181152343766,93.602394,42.14242,133.55144653320312,219.01144439697327,9.9541,2.7475817,14.388230895996093,14.787749938964845,4.574837,2.6941247,9.582168579101559,10.68141815185547,,,,,,,,,0.7237787,0.59868294,1.614454400539398,2.6353375482559254,0.017835716,0.6286083,0.9420230388641351,1.4309140563011173,4.2903204,5.7910147,12.375342464447018,26.026082420349187,12.985111,15.076248,7.143953,10.647888,285.82034,289.60443,289.60983,293.46765,101316.62,102060.75,,,101326.445,102070.56,0.00090334634,0.0022807121,,,,,,,0.44403873906103186,1.702764574287291,1.9536273,1.9986324,0.0,0,81.308655,155.8058,145.9109,339.91647,12.985111,15.076248,8.374011,10.746506,,,,,1.5502819,3.597323,0.7593089,1.4876146,12.0571995,38.65865,54.472,9.0249996,13.5879237889813,103.5879237889813,283.5879237889813,273.6024,-9.985537314371925,-99.98553731437192
508,-2.8247397,4.50325,4.999880981445309,7.757890625000001,-1.2254912,3.5944467,4.467198181152341,7.100074462890627,278.05472,6.366539,288.4746337890625,289.4308514404297,281.60187,6.425989,290.7351440429687,295.01805603027344,101343.51,1010.64874,103162.61875,103770.675,,,,,101122.56,1008.12634,102935.02734375,103541.88609375,0.00027667944,0.00076959934,0.0022370338439941396,0.0030283737182617257,126.7904,107.157234,334.94696044921875,352.83929443359375,3.2881231,0.64336026,4.374539852142334,4.511067867279053,0.6003305,0.35004687,1.2594645023345947,1.4180558919906616,-0.03677102915476867,0.06025721850838237,0.07293673182468728,0.10411281837213097,0.63198626,0.14151317,0.7845137178897857,0.8292326855659486,0.0,0.0,0.0,0.0,11.724333,10.61245,32.28509483337402,38.61680038452151,218.70865,72.50172,307.50429687499997,329.60022827148435,4.4415855,2.8901074,9.035685729980468,10.334187622070313,3.0796728,2.1946623,7.498138427734373,8.823598937988287,-93.19432,154.7243,191.25326538085938,261.0174560546875,-0.003686241,0.73214453,0.9552984833717346,0.99267578125,-0.06320971,0.15572318,0.13784673437476125,0.3282177883386618,-0.010855674,0.12701549,0.2181846097111701,0.3111363655328755,0.39558193,0.6140755,1.6602636218070979,2.397450752258304,3.4741876,7.9030914,3.604764,7.6330414,287.5937,289.7173,290.7053,298.2004,102688.74,103948.875,,,102464.055,103717.266,0.001252738,0.004348278,287.74646,353.13257,4.072425,4.5479965,1.0672067,1.4328109,0.03210707067922694,0.12052808713034141,0.77679634,0.8671076,0.0,0,27.039509,43.868164,300.57236,330.77533,7.6948476,10.664993,6.1933637,9.95462,137.90028,296.8308,0.874783,0.99997705,0.10475154,0.43938938,0.14529827,0.39621502,1.2994299,3.0646322,54.82333,9.6549997,93.0227835715533,183.0227835715533,3.0227835715533047,38.70865,35.68586511008732,-54.31413488991268
509,11.849145,3.1559026,16.440719604492188,17.800223083496096,-0.4211312,5.716404,7.5332092285156245,10.078392639160157,279.7368,4.719643,287.0172393798828,288.4415185546875,283.23358,4.473391,290.24366149902346,290.81431762695314,100208.89,1047.0226,101654.81875,102002.66375,283.92322,5.8346496,292.330712890625,293.693056640625,100221.49,1047.0531,101667.2203125,102016.144375,0.00024648698,0.00041011916,0.0013156890869140622,0.0016881275177001954,272.34952,22.204027,305.2587188720703,312.8255206298828,6.8162856,0.94467396,8.303851222991943,8.500673122406006,2.8927898,0.8004041,4.563907194137573,4.851076307296753,-0.18980989068038592,0.2894077773800607,0.3684984574926121,0.5439718764608588,1.2716249,0.41837692,1.930368459224701,1.9832450580596923,0.0,0.0,0.0,0.0,54.491055,39.188698,113.89400634765624,174.7934271240236,93.24581,28.342943,131.10503540039062,165.24471771240235,11.849145,3.1559026,16.440719604492188,17.800223083496096,4.822354,3.0376484,10.085002136230468,11.243475646972664,179.1037,10.399045,193.92715148925782,196.53309265136718,0.02995007,0.659986,0.9895721435546875,0.9990695655345917,1.0791479,0.9985254,2.7040265321731565,4.644272079467777,-0.07730333,0.89715326,1.0581178128719329,1.4488781166076676,7.135438,10.754847,20.661869812011716,49.98284797668466,15.52428,18.475784,6.141403,10.086273,286.61472,288.85846,289.52292,291.02173,101284.52,102049.125,291.98807,294.50317,101297.3,102062.625,0.00087707693,0.0017108917,299.94968,317.79712,8.119289,8.74856,4.0758266,4.966095,0.18061970620648404,0.682769763489058,1.8176162,1.9908668,0.0,0,110.336555,211.67412,131.10153,167.21759,15.52428,18.475784,9.057079,13.074631,189.14478,196.66556,0.81086576,0.99998623,2.5955489,5.4573965,0.8023692,1.8357966,21.910372,71.35345,54.966702,8.6660004,349.16867783474487,79.16867783474487,259.16867783474487,273.24582,14.077141257052006,-75.922858742948
510,4.981538,5.343681,12.650005340576172,13.046382141113279,-2.6688309,7.0443964,7.577308654785156,12.128460693359344,278.75317,4.4368587,285.8260955810547,287.1696502685547,282.69376,4.0787377,289.5403137207031,290.5394790649414,100729.65,1304.1831,102668.65625,103123.61875,282.9961,3.0864704,287.711669921875,288.3238891601562,100090.38,1296.6727,102006.50390625,102464.994140625,0.0001504349,0.00042412247,0.0005779266357421875,0.0020103216171264617,,,,,,,,,,,,,-1.1268070654855487,1.0091454982929415,0.5920004986624114,1.6175240118773373,0.7178531,0.3386357,1.316258728504181,1.5385625600814798,0.0,0.0,0.0,0.0,33.06801,24.841213,82.27189636230469,91.61876449584958,128.4337,72.447556,269.41870880126953,334.29208831787093,6.387402,3.5108185,12.650005340576172,13.046382141113279,6.084877,4.388668,13.618881225585938,16.460782623291006,,,,,,,,,0.32432142,0.46839204,1.2824414372444153,1.5786731243133534,-0.26174772,0.5846514,0.316972978413105,0.7088547557592371,2.7092075,3.5069132,10.785919427871704,13.385502195358264,10.971827,13.427658,5.7501206,15.7899475,285.02173,287.34552,288.34326,290.5716,102231.52,103193.25,287.1527,288.5459,101582.72,102532.305,0.0007643266,0.0023813248,,,,,,,0.20431434082334388,1.7914710216599874,1.1693019,1.7785672,0.0,0,70.001854,96.20803,214.99486,349.6889,10.971827,13.427658,12.308399,17.70662,,,,,1.0213671,1.7151818,0.29786786,0.9507662,8.283685,14.740157,54.488632,-0.61463588,122.5565701559716,212.5565701559716,32.5565701559716,308.43372,-84.1228543356591,-174.1228543356591
511,11.771457,3.2758696,16.485238647460935,17.677827453613283,0.7172389,7.361894,11.932301330566405,13.481458129882824,280.00928,4.4776316,287.53037719726564,288.5413623046875,283.24683,4.5125875,290.8549102783203,291.72589721679685,100032.75,1112.6136,101500.21875,102274.5225,283.69778,5.4396887,292.1341552734375,292.8371630859375,100027.4,1112.5533,101494.6125,102268.850625,0.00027261564,0.0004226384,0.0010170459747314445,0.0018350028991699257,264.62247,26.659515,303.04473571777345,315.09453552246094,6.569596,0.9633842,8.019179439544677,8.762720890045168,2.6841145,0.9459343,4.323730516433715,4.889508714675904,-0.7133923194832228,0.7074316200028495,0.8002498922584237,0.9924923441859668,1.3785455,0.44342226,1.968228006362915,1.9897647261619569,0.0,0.0,0.0,0.0,68.81822,47.084644,160.32429199218748,184.27215270996103,88.6134,32.700565,139.52055053710936,159.71700988769533,11.771457,3.2758696,16.485238647460935,17.677827453613283,6.1191955,4.0875196,12.200082397460937,17.50937103271486,176.00906,15.423795,190.3139846801758,199.01055480957032,-0.13857858,0.6858058,0.917252069711685,0.9959285640716553,1.345391,1.1061699,3.383959889411926,4.788688402175905,0.15610638,1.4226718,2.451603865623473,2.8742065620422377,11.019817,13.426698,40.93428153991699,54.38895812988287,15.558432,17.865799,9.28898,15.892166,286.33728,288.58575,289.76852,291.88763,101428.33,102800.625,291.47974,293.031,101422.97,102795.47,0.0009662021,0.0025405884,299.30295,318.7585,7.8248167,9.054537,3.9647636,5.1690354,0.2435823329566462,1.0387567864159364,1.8581933,1.9969634,0.0,0,127.09028,203.82582,132.62538,163.48343,15.558432,17.865799,11.217668,20.648651,189.31789,201.50517,0.7663791,0.99973446,2.7879713,5.1053896,1.5806117,3.1006048,28.150768,66.160355,54.632,8.3839998,308.3531494574069,38.353149457406914,218.35314945740691,268.6134,50.260253862905586,-39.739746137094414
519,7.1389236,6.6665506,17.769842529296874,21.68569641113282,6.4256344,4.461925,11.787734985351562,13.08639892578126,280.47867,3.658812,286.35985107421874,287.375244140625,283.83655,3.2111623,289.04791870117185,289.9268432617188,99329.93,1237.7316,101108.97499999999,101886.9225,283.7726,2.4783866,287.47314453125,287.8760546875,98904.08,1234.2477,100681.3125,101451.7075,0.0002907683,0.0004592055,0.0011604309082031247,0.0024303436279296898,227.4081,41.71046,282.48590087890625,303.10400756835946,7.6911254,1.7905506,10.894583702087402,12.734703903198243,2.8569756,1.5922526,6.010024070739746,6.934310264587405,0.039326493199619686,0.5041730075525085,0.8717172686095348,1.1485128052235456,0.60833025,0.32931295,1.0827632904052733,1.9698996305465701,0.0,0.0,0.0,0.0,51.538284,40.159428,135.16176757812497,165.42384033203138,101.02269,109.32995,353.07549438476565,359.1462707519531,8.183556,5.324058,17.769842529296874,21.68569641113282,7.020282,3.4449618,11.815652465820312,14.218258056640636,126.385414,132.02325,214.6334045410156,224.51133666992192,-0.06416995,0.7174385,0.9828842520713806,0.9977618551254273,0.81451607,1.0463004,3.124940395355221,4.044449653625489,0.5819577,0.8264192,1.980126118659973,2.6191086769104035,6.7838316,9.5193815,29.094898986816393,43.63629379272468,14.7227335,22.690338,10.975259,15.076691,285.4942,288.31302,288.3126,290.52283,100818.086,102733.44,287.23895,288.07788,100387.97,102287.84,0.0009873231,0.002784729,269.67932,327.7422,10.096556,13.372406,4.9704013,8.573469,0.7299331709835096,1.282406969260313,1.0526837,1.9985704,0.0,0,104.639015,179.60756,241.41747,359.9724,14.826512,22.690338,11.119628,18.278244,205.7247,228.66985,0.7731944,0.9994636,2.3597977,4.3761697,1.529442,3.5968864,20.022976,51.372257,55.206778,-6.656833,64.87571211996561,154.8757121199656,334.8757121199656,281.0227,-53.85300704184061,-143.8530070418406
520,1.2401247,5.766237,9.979541015624983,12.821433410644527,1.8791168,4.9161606,10.098159790039059,11.774848632812494,279.7383,4.274855,285.53427734375,286.0154174804687,282.82245,3.417894,287.7799499511719,288.34473510742185,101193.52,1001.8615,102801.83125,103210.09625,283.44125,2.4029665,287.33408203125,287.56826171875,101024.98,1000.125,102628.2609375,103036.57359375,0.00020247932,0.00037801987,0.0011198043823242186,0.001434526443481445,243.64227,72.68376,328.95010070800777,343.57825195312495,6.6648192,1.7663652,10.555180072784418,11.320889949798584,1.3353622,0.6989545,2.556362676620482,3.5280498123168944,9.852447424309519,0.035841674923042036,9.89976137029361,9.917345928915097,0.13671754,0.03557506,0.19692893326282498,0.21478161334991455,0.0,0.0,0.0,0.0,19.830332,17.375694,57.91782493591303,73.41155181884764,163.37625,111.82294,335.34778747558596,349.9445141601562,5.029454,3.050153,10.662844848632808,12.821433410644527,4.2704453,3.0571725,10.203958129882812,11.774848632812494,80.266014,154.39651,228.89805450439448,253.46924163818352,-0.027116824,0.684267,0.9685531497001647,0.997455598115921,0.05298565,0.29992187,0.5408703386783597,0.931972192525863,0.10880674,0.31984735,0.6841389715671534,1.1998312950134276,1.1032515,1.785087,5.348786687850943,8.585065727233884,7.301466,13.571075,7.634313,14.247543,284.5002,286.46796,286.70383,288.45255,102321.17,103623.44,286.5053,287.70508,102150.1,103448.69,0.0007988681,0.0021800995,308.3145,349.02072,9.06627,12.015307,2.214643,3.8080232,9.884317208962937,9.920094659061775,0.1834633,0.23957628,0.0,0,40.232815,74.76852,286.51532,355.91733,8.61038,13.571075,8.069219,14.247543,213.26259,273.73917,0.76288134,0.99999857,0.347339,1.1604179,0.49523982,1.6964388,3.1882577,8.902602,55.627583,-6.189917,99.23903092252806,189.23903092252806,9.239030922528059,343.37625,-25.862779701824934,-115.86277970182493
521,8.034491,7.2504425,18.441883850097657,20.944250488281256,7.2366166,4.6556344,13.425486755371093,15.016273803710943,280.65524,3.949178,286.4508941650391,287.38908447265624,283.84518,3.4059753,289.1153076171875,289.6037548828125,99083.12,1343.58,101127.3875,101817.26875,284.0104,2.5231004,287.9225341796875,288.2496728515625,98994.72,1342.8322,101038.02890625,101725.36328125,0.00038462188,0.000554002,0.001677179336547851,0.002621097564697266,228.82568,44.552013,284.9934906005859,290.80058715820314,8.325895,2.020284,12.17928762435913,13.514518623352053,3.2737408,1.6317699,6.196886301040649,7.515530815124515,-0.08458045640404932,0.7849952783772994,1.22951243429787,1.3681344874307713,0.6022442,0.27782765,1.0782192111015318,1.2146239995956438,0.0,0.0,0.0,0.0,61.712917,50.160248,163.13165130615235,173.38470367431646,97.70198,108.26053,353.7162719726563,358.60450134277346,9.038746,5.9363813,18.441883850097657,20.944250488281256,7.6418033,3.9474368,13.425486755371093,15.016273803710943,131.12369,137.1506,225.2993194580078,250.5440942382813,-0.118681975,0.669601,0.9817637085914611,0.9983353209495545,1.0931491,1.3113389,3.537468290328979,5.116414279937746,0.8832359,1.0235215,3.050731515884399,3.282734837532047,10.029644,13.314416,42.38001747131347,47.90652214050296,15.975012,23.269867,12.119686,17.412918,285.81482,287.58105,288.4099,290.3629,100665.8,102405.06,287.65323,288.35547,100576.68,102315.25,0.0011736646,0.0028514862,272.90167,291.56204,11.212349,14.558975,5.1357546,8.748696,0.8920385414542545,1.938830045460959,0.9772701,1.9700332,0.0,0,125.55454,191.23201,230.98819,359.7263,15.975012,23.269867,12.119686,17.412918,214.89006,271.94562,0.64336926,0.99872315,2.587877,5.617117,2.3035147,4.6935024,27.490032,58.237217,55.3717,-7.3344,116.34011768191164,206.34011768191164,26.340117681911636,277.70197,71.36184765011961,161.3618476501196
522,7.414014,6.721844,17.83123016357422,21.20596694946289,6.3820767,4.607583,12.103950500488281,13.213802337646484,280.55774,3.4410627,286.1813659667969,287.4983825683594,283.7787,3.0534365,288.71134185791016,289.8959655761719,99153.84,1165.7372,100858.765625,101425.484375,283.75772,2.4526057,287.51336669921875,287.81280517578125,98728.55,1162.8335,100425.59765625,100994.05859375,0.00038163227,0.00063099933,0.0014442205429077148,0.002966165542602539,224.83624,43.303024,274.3623504638672,289.3227844238281,7.7580795,1.7734047,11.214987993240356,12.836498022079468,2.956957,1.5298511,6.010363817214966,7.49084997177124,-0.0017064576347587427,0.4211293982829197,0.6598720094837957,0.8667525563900305,0.60033345,0.26357114,1.060416430234909,1.5059340000152588,0.0,0.0,0.0,0.0,53.72284,39.08225,132.30500411987305,163.3779640197754,93.05951,101.552574,346.5552673339844,357.4088363647461,8.547581,5.1948304,17.83123016357422,21.20596694946289,7.065996,3.4611945,12.443164825439453,14.22955322265625,131.77675,128.97897,217.30548095703125,229.06439971923828,-0.058826312,0.72218317,0.986246258020401,0.9993926137685776,0.8480524,1.054673,2.98501193523407,4.170658469200134,0.60722536,0.82422274,2.0174015164375305,2.6641374826431274,7.014783,9.36565,27.891343593597412,42.52446365356445,14.839634,22.355057,10.941001,15.076691,285.17218,288.31302,287.9428,290.34943,100534.33,102626.69,287.2887,287.83838,100105.55,102184.016,0.0012685775,0.00399971,265.70755,327.7422,10.087819,13.372406,4.99378,8.573469,0.5014176915012957,0.9652603864827255,0.94205827,1.7234241,0.0,0,103.34604,176.11273,217.69086,359.9724,14.839634,22.355057,11.127793,18.278244,208.095,235.03194,0.739618,0.9999316,2.3254106,4.6606865,1.5197555,3.3355324,19.177328,49.392494,55.200001,-6.6666999,64.87732055231845,154.87732055231845,334.87732055231845,273.0595,-61.8178112749747,-151.8178112749747
523,5.6858635,8.330288,17.73285980224609,20.55874877929687,7.22714,4.9313383,13.547399902343749,16.094101257324212,280.80017,3.174458,286.30707397460935,286.9250231933594,283.60025,2.809276,288.42438354492185,289.4155065917969,98944.74,1123.2769,100563.95625,100904.765,283.64914,2.2660913,287.065478515625,287.5585546875,98780.38,1122.3094,100397.85625,100736.25546875,0.00050890143,0.0005880524,0.0018717765808105467,0.0022263813018798813,204.23256,48.65906,270.99549255371096,295.4059167480467,6.69472,1.3756274,9.432915592193604,10.142386856079101,2.6412725,1.3139347,5.174717664718627,5.774681177139282,-0.08587110252066016,0.19000234883721798,0.20961631321214408,0.28216818098011587,0.60553974,0.21329725,0.9439391195774077,1.0415328013896938,0.0,0.0,0.0,0.0,59.188538,47.900143,155.38399353027336,209.4787026977538,123.56933,123.54786,346.9805053710937,357.6282104492187,8.418671,5.5246778,17.73285980224609,20.55874877929687,7.8020506,3.9502451,13.547399902343749,16.094101257324212,80.66322,156.27333,195.3571823120117,207.14817321777343,-0.09324558,0.70934546,0.9688113629817963,0.9864176738262176,0.7516001,1.4074093,3.7674969673156724,4.615906543731686,0.8137989,1.0964777,3.1580447196960417,4.934002828598018,9.202144,14.521156,38.47900695800777,69.95285919189445,16.194992,21.910583,12.235329,19.758987,284.85016,287.48267,287.16937,289.55618,100216.82,101064.75,286.35895,287.74878,100051.734,100897.68,0.0013087818,0.0026650429,261.5704,305.32504,8.628977,10.198301,4.589163,7.6269383,0.11543518381349106,0.32163013784059297,0.884465,1.1627275,0.0,0,121.035904,212.76123,270.08502,359.88275,16.194992,21.910583,12.235329,19.758987,192.28304,224.3564,0.8223903,0.9992985,2.675863,5.5707045,2.218925,5.1857843,27.888277,72.08824,55.627399,-6.1901002,99.23903395857553,189.23903395857553,9.239033958575533,303.56934,-65.66969802107553,-155.66969802107553
524,7.9949884,7.357588,19.521163177490227,24.2379133605957,7.026515,5.155558,13.296006774902343,14.712732238769512,280.64606,3.6537454,286.7608184814453,287.44055328369143,283.76657,3.045632,288.91540679931643,289.70005004882813,99206.766,1409.448,101217.73125,101721.071875,283.9897,2.4972093,287.6906982421875,288.2493627929687,99118.27,1408.6274,101126.576171875,101629.014296875,0.00036360355,0.0005095371,0.0011973857879638665,0.002574324607849119,231.58276,40.377834,285.9893371582031,303.1141812133788,8.173884,1.8836813,11.28310375213623,13.572440958023067,3.1358025,1.6568478,6.2457055091857905,7.139694523811319,0.13659330737800307,0.8860106885915109,1.4714276274678297,1.7337347405836412,0.6872354,0.36182374,1.2489105820655821,1.9817918181419372,0.0,0.0,0.0,0.0,65.20622,58.869717,180.47810287475582,230.74637588500963,91.026306,101.36809,346.733609008789,356.6199786376953,9.034058,6.0207543,19.521163177490227,24.2379133605957,7.7568626,3.9581163,13.296006774902343,14.712732238769512,140.55644,116.85075,212.54793853759764,227.91928482055656,0.043714155,0.70027167,0.9886656075716018,0.9987673717737198,1.2314708,1.732736,4.441620707511899,7.219142837524408,0.83323014,1.307212,3.3657671809196468,4.844126267433165,12.231398,18.685343,51.88119258880614,84.82970443725576,16.858456,24.402908,12.346465,17.29779,285.16443,287.60843,287.5952,290.016,100721.89,101752.75,287.14087,288.33496,100632.37,101661.484,0.0010493502,0.0028514862,273.84576,315.07428,10.686353,14.094086,5.1692758,9.972151,1.1791596328537413,1.8959432366303675,1.1224258,1.9975911,0.0,0,146.3175,248.74025,247.49297,358.71957,16.858456,24.402908,12.486759,17.29779,208.8908,239.91147,0.68976486,0.9993549,3.7377007,8.084824,2.3910158,5.0643864,38.662888,98.5307,55.3717,-7.3343201,116.28202829846066,206.28202829846066,26.28202829846066,271.0263,64.74427785388309,154.7442778538831
526,4.5448613,6.512895,15.415580749511719,18.13696670532227,6.376622,4.938104,13.212982177734375,15.28986968994141,280.80237,3.753446,286.8272476196289,288.1419937133789,283.24948,3.4515,288.86981201171875,289.9074981689453,99050.55,1246.9707,100738.265625,101429.93125000001,,,,,97999.0,1240.2861,99689.5078125,100355.2609375,0.0008589011,0.00085792306,0.0026742219924926758,0.003590869903564454,193.706,39.65407,253.80805206298828,316.09197845459,4.8252563,0.72132653,5.900539875030518,6.16630883216858,1.5543957,0.7086294,2.8277137875556946,3.3522871375083927,0.0980325859480766,0.820698345289301,1.1823842877035196,1.4895394645647855,0.8171651,0.46640903,1.494587481021881,1.917841410636904,0.0,0.0,0.0,0.0,38.4677,34.124226,101.00948524475098,161.70433731079106,125.98504,126.08983,355.7761535644531,359.0399169921875,6.436826,4.643536,15.415580749511719,18.13696670532227,7.0336237,3.9422174,13.212982177734375,15.28986968994141,67.720955,148.59021,176.1993179321289,185.97674789428729,0.031747896,0.7195532,0.9893944263458252,0.9993177741765976,0.44812924,0.8448386,2.1853126287460327,3.681973552703868,0.48710862,0.63620836,1.7828761041164398,2.8312345623970057,4.20396,7.304067,16.248158931732178,41.64277820587161,12.552537,20.622833,11.915705,16.075653,286.00357,289.91046,287.97348,292.01056,100404.43,103171.94,,,99348.05,102073.19,0.0020748267,0.0046138763,242.80287,346.33603,5.640274,6.6355324,2.4482243,3.7366414,0.9802916610194665,1.7278723978087613,1.3086861,1.9998581,0.0,0,88.51216,168.74135,305.565,359.6558,12.735251,20.622833,11.915705,16.075653,173.87567,201.29758,0.89784807,0.9999524,1.5651103,5.4131703,1.4763131,3.6190858,14.508344,45.344276,55.749806,-4.906333,42.989552712083594,132.9895527120836,312.9895527120836,305.98505,-7.004506325364844,-97.00450632536484
